user_id,name,email_address,username,date_of_birth,gender,location,membership_start_date,membership_end_date,subscription_plan,payment_information,renewal_status,usage_frequency,purchase_history,favorite_genres,devices_used,engagement_metrics,feedbackratings,customer_support_interactions
369,Katherine Hinton,jbaker@example.net,jbaker,9/30/1999,Female,Angelahaven,1/2/2024,1/1/2025,Annual,Amex,Auto-renew,Frequent,Books,Horror,Smartphone,Medium,3.8,1
370,Amy Spencer,vriley@example.com,vriley,2/13/1975,Female,East Katherine,1/11/2024,1/10/2025,Annual,Visa,Auto-renew,Frequent,Books,Horror,Smartphone,Low,4.9,5
371,Michele Dawson,stewartmadison@example.net,stewartmadison,6/19/1962,Female,Lake Joseph,3/1/2024,3/1/2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Tablet,Low,4.2,10
372,Jay Phillips,yvette22@example.com,yvette22,8/14/1959,Female,New Sheila,2/5/2024,2/4/2025,Annual,Amex,Manual,Occasional,Electronics,Comedy,Smart TV,Medium,4.6,5
373,Brian Greene,nancychang@example.net,nancychang,2/12/1968,Male,South Jane,4/10/2024,4/10/2025,Monthly,Visa,Manual,Regular,Electronics,Action,Smart TV,Medium,4.6,4
374,Timothy Cox,stephen87@example.net,stephen87,6/7/1963,Male,New John,2/7/2024,2/6/2025,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Smart TV,Medium,3.9,4
375,Robert Nelson,bacosta@example.com,bacosta,10/4/1974,Female,Andersonstad,2/3/2024,2/2/2025,Monthly,Mastercard,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Medium,3.7,3
376,Thomas Castro,wilkinsonrachel@example.com,wilkinsonrachel,11/28/1966,Female,Markfort,2/1/2024,1/31/2025,Annual,Amex,Auto-renew,Regular,Electronics,Comedy,Smart TV,Low,4.8,10
377,Victor Armstrong,durancolin@example.org,durancolin,1/24/1963,Female,North Robertahaven,4/5/2024,4/5/2025,Monthly,Visa,Manual,Regular,Books,Comedy,Smartphone,High,4.8,7
378,Anne Smith,smithlee@example.net,smithlee,10/5/1961,Female,Lake Autumnside,1/31/2024,1/30/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,Medium,3.5,8
379,Jerry Dawson,ielliott@example.net,ielliott,3/5/1972,Male,Glovermouth,3/29/2024,3/29/2025,Monthly,Amex,Manual,Frequent,Clothing,Romance,Tablet,Low,4.7,3
380,Samantha Lucas,gregorybrittney@example.net,gregorybrittney,3/25/1951,Female,North Kelly,3/19/2024,3/19/2025,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,4.8,4
381,Jennifer Romero,gatescharles@example.org,gatescharles,6/16/1939,Male,North Markmouth,4/10/2024,4/10/2025,Monthly,Visa,Manual,Occasional,Books,Horror,Smartphone,High,4.4,6
382,Taylor Mcclure,yjones@example.net,yjones,7/10/1942,Male,Elizabethstad,2/2/2024,2/1/2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Low,4.1,8
383,Jeffery Spence,xthomas@example.org,xthomas,2/8/1998,Female,Port Glenn,3/4/2024,3/4/2025,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Tablet,High,4.7,4
384,Nicholas Curry,jodiweiss@example.net,jodiweiss,8/9/1956,Female,West Joelton,3/25/2024,3/25/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Horror,Tablet,Medium,3.4,0
385,Benjamin Kelly,prodriguez@example.net,prodriguez,7/27/1975,Female,West Williamville,2/7/2024,2/6/2025,Annual,Mastercard,Manual,Occasional,Books,Comedy,Smartphone,Low,3.9,3
386,Nicholas Nicholson,megan54@example.org,megan54,3/26/1981,Male,Michaelborough,1/7/2024,1/6/2025,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Smartphone,Low,4.5,9
387,Frances Wilson,brittany61@example.net,brittany61,4/9/1957,Male,New Mark,1/26/2024,1/25/2025,Annual,Amex,Auto-renew,Occasional,Clothing,Comedy,Smartphone,Low,3.1,6
388,Richard Soto,simmonssandra@example.com,simmonssandra,9/25/2002,Female,Tylerberg,1/16/2024,1/15/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,3.2,1
389,Angela Walker,martinezsamuel@example.com,martinezsamuel,12/8/1980,Male,Timothyview,2/19/2024,2/18/2025,Annual,Amex,Manual,Occasional,Clothing,Horror,Smart TV,Low,3.7,9
390,Carl Parker,oanderson@example.org,oanderson,5/28/1961,Male,Leeport,1/6/2024,1/5/2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Drama,Smart TV,High,4.7,7
391,Brooke Stewart,johnramirez@example.com,johnramirez,4/25/1959,Male,West Mary,4/10/2024,4/10/2025,Monthly,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,Smart TV,High,3.8,4
392,Amy Vasquez DDS,tcooper@example.net,tcooper,9/16/1955,Male,Cruzborough,3/11/2024,3/11/2025,Annual,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,4.8,9
393,Joshua Powell,kellypeter@example.org,kellypeter,3/9/1965,Male,Brianmouth,3/25/2024,3/25/2025,Annual,Visa,Auto-renew,Frequent,Books,Romance,Smartphone,High,5,6
394,Whitney White,darlene61@example.org,darlene61,4/17/1963,Female,Veronicabury,2/3/2024,2/2/2025,Annual,Amex,Auto-renew,Occasional,Electronics,Horror,Smartphone,Medium,4.5,9
395,Rhonda Coleman,ehudson@example.com,ehudson,3/25/2002,Male,Tonyaberg,3/1/2024,3/1/2025,Monthly,Amex,Auto-renew,Frequent,Clothing,Horror,Smart TV,Medium,3.1,10
396,Jason Schmidt,ryanwalsh@example.com,ryanwalsh,4/26/1944,Male,Jeffreyport,3/27/2024,3/27/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Smart TV,Low,3.2,0
397,Andrew Johnson,thomascallahan@example.org,thomascallahan,12/17/1957,Male,Port Sue,3/4/2024,3/4/2025,Annual,Visa,Manual,Frequent,Electronics,Horror,Tablet,Medium,4.5,1
398,Chelsea Terrell,irodriguez@example.org,irodriguez,9/29/1961,Female,South Travis,1/22/2024,1/21/2025,Monthly,Visa,Manual,Regular,Clothing,Horror,Smart TV,Low,4.7,4
399,Kevin Bridges,acline@example.org,acline,3/7/1963,Male,East Joshuaburgh,1/26/2024,1/25/2025,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Smart TV,High,3.2,2
400,Steven Moody,kimberly19@example.com,kimberly19,6/24/1986,Male,Lake William,4/13/2024,4/13/2025,Annual,Amex,Manual,Occasional,Clothing,Comedy,Smart TV,High,4.4,7
401,Gina Aguilar,troy03@example.com,troy03,10/15/1994,Male,Karenborough,1/29/2024,1/28/2025,Monthly,Visa,Manual,Occasional,Books,Romance,Smartphone,High,4.8,2
402,Olivia Harper,twilliams@example.com,twilliams,6/22/2004,Female,Port Charles,2/27/2024,2/26/2025,Annual,Amex,Auto-renew,Frequent,Electronics,Documentary,Smartphone,High,4,6
403,Christian Pruitt,andrea81@example.com,andrea81,1/16/1999,Male,Amandamouth,2/10/2024,2/9/2025,Monthly,Amex,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,4.2,0
404,Mark Rojas,marshlori@example.net,marshlori,11/3/1942,Female,Parkerfort,3/13/2024,3/13/2025,Annual,Visa,Manual,Frequent,Clothing,Drama,Smart TV,High,4.7,5
405,Dr. Kelly Burgess,yatesmichael@example.net,yatesmichael,1/28/2003,Male,West Jillstad,2/15/2024,2/14/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smartphone,Low,3.1,0
406,Kiara Herrera,koconnor@example.com,koconnor,7/17/1954,Male,Simsland,2/7/2024,2/6/2025,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Smartphone,Low,3.1,4
407,Christina Steele,pfoster@example.net,pfoster,1/29/1941,Female,Ryanburgh,1/20/2024,1/19/2025,Monthly,Visa,Auto-renew,Regular,Books,Horror,Tablet,Medium,4.1,0
408,Thomas Espinoza,ycoleman@example.com,ycoleman,3/30/1951,Female,Boyerville,1/14/2024,1/13/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Tablet,High,4.1,9
409,Joseph Young,moyerkatherine@example.org,moyerkatherine,10/26/1958,Female,New Pamela,3/8/2024,3/8/2025,Monthly,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,Low,4.1,9
410,Carlos Taylor,brandon60@example.net,brandon60,12/17/1964,Female,Roachville,1/22/2024,1/21/2025,Monthly,Amex,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,4.6,6
411,Christine Davis,meghan96@example.net,meghan96,9/10/1956,Female,East Christopherton,1/10/2024,1/9/2025,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smartphone,Medium,4.4,8
412,Mark Lee,harperpatricia@example.com,harperpatricia,4/3/1934,Male,East Carolyn,3/7/2024,3/7/2025,Annual,Amex,Auto-renew,Regular,Electronics,Action,Tablet,High,3.5,3
413,Matthew Johnson,carmen60@example.org,carmen60,4/23/1971,Male,South Nicoleport,3/21/2024,3/21/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Smartphone,High,4.7,1
414,Katrina Hampton,eileenwilliams@example.com,eileenwilliams,3/13/1975,Male,Port Michael,2/24/2024,2/23/2025,Annual,Visa,Auto-renew,Occasional,Books,Comedy,Smart TV,High,4.7,7
415,Russell Becker,williamstheresa@example.org,williamstheresa,3/22/1975,Female,Whitebury,3/28/2024,3/28/2025,Annual,Amex,Manual,Occasional,Clothing,Drama,Smartphone,High,3.3,6
416,Katie Morris,duncanfelicia@example.net,duncanfelicia,12/25/1981,Male,Deleontown,2/29/2024,2/28/2025,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Smartphone,High,3.5,1
417,Zachary Mccoy,sanchezerin@example.net,sanchezerin,1/27/1987,Male,West Emilyborough,2/5/2024,2/4/2025,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,High,3.4,6
418,Leslie Peters,ktaylor@example.org,ktaylor,3/30/1968,Male,Lake James,2/19/2024,2/18/2025,Monthly,Mastercard,Manual,Frequent,Books,Romance,Smart TV,High,3.5,2
419,Christina Patterson,ethanhall@example.org,ethanhall,11/4/1985,Female,Rogersland,3/16/2024,3/16/2025,Monthly,Amex,Manual,Regular,Electronics,Comedy,Smartphone,High,3.5,10
420,Kyle Williams,xreyes@example.net,xreyes,2/27/1940,Male,Lopezmouth,4/2/2024,4/2/2025,Monthly,Visa,Manual,Occasional,Books,Action,Smartphone,Low,4.7,6
421,Brian Campos,aliciamckinney@example.com,aliciamckinney,12/26/1998,Female,Wallsfurt,4/4/2024,4/4/2025,Annual,Amex,Manual,Occasional,Electronics,Drama,Smart TV,Low,3.9,1
422,Susan Hanson,williammcintyre@example.com,williammcintyre,3/8/1956,Male,Cameronside,1/30/2024,1/29/2025,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,Low,4.3,4
423,Kathy Patterson,evelynbullock@example.net,evelynbullock,8/17/1986,Male,New Courtneyton,3/25/2024,3/25/2025,Annual,Mastercard,Auto-renew,Frequent,Clothing,Horror,Tablet,Medium,4.5,7
424,Ann Jackson,hollymccarty@example.net,hollymccarty,12/4/1967,Female,Port Amy,3/25/2024,3/25/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,High,3.1,2
425,John Edwards,nolancheryl@example.net,nolancheryl,8/31/1944,Male,Randallhaven,2/16/2024,2/15/2025,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Smartphone,Low,4.8,4
426,Mary Stewart,barbara18@example.net,barbara18,12/31/1969,Male,Lake Ryan,2/15/2024,2/14/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Tablet,Low,4.8,9
427,James Benson,gmay@example.org,gmay,5/11/1942,Female,Steinfort,3/29/2024,3/29/2025,Annual,Mastercard,Manual,Regular,Books,Drama,Tablet,Low,3.8,5
428,Anthony Ramirez,wardkelly@example.net,wardkelly,7/5/2001,Male,Jonesborough,1/30/2024,1/29/2025,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,4.6,6
429,Wayne Walker,andrewsjames@example.org,andrewsjames,4/13/1956,Male,Kurtstad,1/12/2024,1/11/2025,Annual,Mastercard,Manual,Regular,Electronics,Action,Smartphone,Medium,3,9
430,David Osborne,lambertkimberly@example.com,lambertkimberly,9/22/1998,Male,Johntown,4/5/2024,4/5/2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.1,4
431,Dana Scott,matthewhayden@example.com,matthewhayden,10/22/1955,Male,Austinside,2/11/2024,2/10/2025,Annual,Amex,Manual,Occasional,Clothing,Horror,Smartphone,High,4.3,4
432,Madison Shaw,edwardanderson@example.com,edwardanderson,10/1/1943,Female,Lake Timothy,2/21/2024,2/20/2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Action,Smart TV,High,4.7,6
433,Tanya Hall,sandovalmarco@example.org,sandovalmarco,4/19/1990,Male,South Scottburgh,3/28/2024,3/28/2025,Annual,Amex,Manual,Regular,Clothing,Sci-Fi,Tablet,Medium,4,4
434,William Rangel,mahoneyanthony@example.com,mahoneyanthony,10/30/1955,Female,Vanessastad,1/3/2024,1/2/2025,Annual,Mastercard,Auto-renew,Regular,Books,Drama,Smart TV,Low,4,10
435,Tanya Ramirez,arnoldlinda@example.org,arnoldlinda,11/29/1994,Female,Lake Matthewtown,4/9/2024,4/9/2025,Annual,Amex,Auto-renew,Occasional,Electronics,Drama,Smart TV,High,3.9,5
436,Mary Jones,imayer@example.net,imayer,2/14/1962,Female,New Joseph,2/6/2024,2/5/2025,Annual,Visa,Manual,Regular,Clothing,Documentary,Smartphone,Medium,4.8,0
437,Dawn Malone,ggilbert@example.net,ggilbert,12/7/1966,Female,Victoriaton,3/9/2024,3/9/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Action,Smartphone,Medium,4.6,9
438,Sherry Benson,aaron70@example.net,aaron70,11/4/1986,Male,North Mariotown,1/18/2024,1/17/2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Tablet,Low,4.7,3
439,Sarah Saunders,hjones@example.com,hjones,5/7/1969,Male,Annchester,3/29/2024,3/29/2025,Monthly,Mastercard,Manual,Occasional,Electronics,Action,Smart TV,Medium,4.5,7
440,Andrew Castro,zacharyhuff@example.org,zacharyhuff,8/7/1947,Male,North Timothychester,3/6/2024,3/6/2025,Annual,Visa,Manual,Frequent,Books,Comedy,Tablet,High,5,7
441,Pamela Martinez,mario50@example.org,mario50,9/15/1994,Male,East Jasmine,1/19/2024,1/18/2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smart TV,High,3.5,4
442,Debra Davis,laceybrown@example.net,laceybrown,11/10/1975,Female,Lake Jennifer,4/5/2024,4/5/2025,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,Low,4.9,2
443,Terry Jones,kayleearroyo@example.net,kayleearroyo,3/26/1976,Male,Matthewfurt,1/28/2024,1/27/2025,Annual,Mastercard,Auto-renew,Regular,Books,Romance,Smart TV,High,4.6,9
444,Brent Key,sburke@example.com,sburke,4/24/1957,Male,Gonzalezland,1/8/2024,1/7/2025,Annual,Amex,Manual,Frequent,Books,Romance,Smart TV,Medium,3.5,5
445,Matthew Perez,jason06@example.org,jason06,1/25/1943,Female,Rachelbury,3/7/2024,3/7/2025,Annual,Amex,Auto-renew,Occasional,Electronics,Action,Smartphone,Medium,3.1,0
446,Anne Green,ycase@example.com,ycase,9/11/1936,Male,South Alexander,3/9/2024,3/9/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,3.4,7
447,Dawn Parker,gschaefer@example.net,gschaefer,12/15/2000,Male,Andrewville,1/29/2024,1/28/2025,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,Smartphone,Medium,4.1,10
448,Jennifer French,kwilson@example.net,kwilson,1/20/1944,Female,East Sheryl,2/4/2024,2/3/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.8,7
449,Jerry Cross,wwilson@example.com,wwilson,6/2/1956,Female,West Jasmine,2/29/2024,2/28/2025,Annual,Mastercard,Manual,Regular,Clothing,Action,Smart TV,High,3.8,7
450,Michael Collins,bryantjennifer@example.org,bryantjennifer,11/18/1935,Female,Thompsonton,2/28/2024,2/27/2025,Annual,Amex,Manual,Frequent,Electronics,Drama,Smartphone,Low,4.1,4
451,Jessica Fleming,jenniferrivera@example.org,jenniferrivera,3/19/1934,Male,South Christopherburgh,3/12/2024,3/12/2025,Annual,Mastercard,Manual,Regular,Electronics,Drama,Tablet,Medium,4.7,2
452,James Horn,petercook@example.com,petercook,6/4/1957,Male,Maureenmouth,3/14/2024,3/14/2025,Annual,Mastercard,Manual,Occasional,Electronics,Action,Smartphone,High,3.5,10
453,David Simpson,alexandrashelton@example.org,alexandrashelton,12/29/1982,Male,Jamesview,1/21/2024,1/20/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,Low,5,1
454,James Perez,mhardy@example.org,mhardy,1/30/1989,Female,Riceton,1/27/2024,1/26/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,High,4.2,5
455,Vincent Alvarado,morgansoto@example.org,morgansoto,2/20/1940,Female,Cassandramouth,1/7/2024,1/6/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,3.3,6
456,Nancy Clark,jameskim@example.com,jameskim,11/12/1989,Male,East Thomasfort,3/23/2024,3/23/2025,Annual,Visa,Manual,Regular,Electronics,Drama,Smartphone,Low,4.3,8
457,Jackson Owens,ramoskayla@example.net,ramoskayla,3/26/1954,Female,Clarenceborough,2/29/2024,2/28/2025,Monthly,Visa,Manual,Frequent,Books,Documentary,Smart TV,High,4.3,1
458,Megan Castaneda,estradaholly@example.net,estradaholly,3/3/2006,Male,Wellsville,3/26/2024,3/26/2025,Monthly,Visa,Manual,Occasional,Books,Drama,Tablet,Medium,4.3,9
459,Kristina Barrera,michaeljohnson@example.net,michaeljohnson,4/21/1986,Female,Smithview,4/3/2024,4/3/2025,Annual,Visa,Manual,Regular,Books,Comedy,Smart TV,High,4.4,1
460,Keith Harding,christopherjohnson@example.com,christopherjohnson,3/26/1967,Male,Larryside,1/26/2024,1/25/2025,Monthly,Amex,Manual,Occasional,Clothing,Documentary,Tablet,High,3.1,10
461,John Smith,woodsdavid@example.org,woodsdavid,4/7/1969,Male,Lake Amber,2/23/2024,2/22/2025,Annual,Visa,Manual,Frequent,Electronics,Romance,Smartphone,Low,4.3,0
462,Cindy Valenzuela,hicksjulia@example.org,hicksjulia,1/27/1975,Male,Jorgechester,4/4/2024,4/4/2025,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Smart TV,Low,3.2,6
463,David Edwards,riveramary@example.com,riveramary,6/19/1974,Male,Pachecoville,4/14/2024,4/14/2025,Monthly,Mastercard,Manual,Regular,Electronics,Comedy,Smart TV,Medium,3.2,3
464,Mark Ruiz,igross@example.org,igross,12/7/1944,Female,Gonzalezshire,1/21/2024,1/20/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Sci-Fi,Smartphone,High,4.8,3
465,Amanda Dunn,onealryan@example.com,onealryan,8/28/1980,Female,Craigberg,2/4/2024,2/3/2025,Annual,Mastercard,Auto-renew,Occasional,Clothing,Action,Tablet,Low,4.3,9
466,Thomas Jones,jennifer93@example.org,jennifer93,1/26/1988,Female,Jamesshire,3/11/2024,3/11/2025,Monthly,Mastercard,Manual,Occasional,Books,Action,Tablet,High,3.8,0
467,Joseph Payne,jeremy97@example.net,jeremy97,10/12/1997,Female,Lake Shelley,1/11/2024,1/10/2025,Annual,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,High,4.8,6
468,Krista Franklin,ycruz@example.com,ycruz,10/21/1989,Female,Adriennemouth,1/26/2024,1/25/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,4.8,2
469,Dwayne Lopez,uwebb@example.com,uwebb,7/18/1985,Female,East Jodyview,1/10/2024,1/9/2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Documentary,Smart TV,Medium,3.6,9
470,Jesse Pacheco,robertsdeanna@example.org,robertsdeanna,12/28/1969,Male,Amandaville,2/3/2024,2/2/2025,Annual,Amex,Manual,Frequent,Books,Documentary,Smartphone,Low,4.5,10
471,Jose Benson,robert10@example.com,robert10,6/30/2001,Female,Bushhaven,4/14/2024,4/14/2025,Annual,Amex,Manual,Frequent,Books,Comedy,Smart TV,Low,4.7,0
472,Michelle Dorsey,marshallstephen@example.net,marshallstephen,9/22/1952,Female,New Katelyn,4/10/2024,4/10/2025,Annual,Amex,Manual,Regular,Clothing,Drama,Tablet,Medium,4.7,2
473,Jesse Zavala,pughkaren@example.org,pughkaren,12/17/1961,Male,South Trevor,1/28/2024,1/27/2025,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,Low,3.9,3
474,John Brown,lindaparks@example.com,lindaparks,12/9/1981,Male,Richardsmouth,2/3/2024,2/2/2025,Monthly,Mastercard,Manual,Regular,Electronics,Action,Smart TV,High,4.9,7
475,Scott Leblanc,andersonjaime@example.org,andersonjaime,9/17/1944,Female,East Victoria,3/26/2024,3/26/2025,Monthly,Amex,Manual,Occasional,Electronics,Sci-Fi,Smartphone,Low,3.1,1
476,Lisa Thomas,merrittmichael@example.com,merrittmichael,9/4/1973,Male,West Nicole,2/10/2024,2/9/2025,Annual,Visa,Manual,Frequent,Clothing,Drama,Smartphone,Medium,4,4
477,Dennis Moore,jaclyn55@example.org,jaclyn55,10/15/2005,Female,Lake Andreabury,3/24/2024,3/24/2025,Monthly,Mastercard,Manual,Occasional,Clothing,Documentary,Tablet,High,4.3,2
478,Corey Nolan,jeremymorton@example.org,jeremymorton,7/2/1974,Female,Lake Brenda,3/27/2024,3/27/2025,Monthly,Mastercard,Manual,Regular,Books,Romance,Smart TV,High,4,6
479,Erin Osborn,brandygarner@example.org,brandygarner,9/27/1983,Female,Lake Joe,2/12/2024,2/11/2025,Annual,Visa,Manual,Regular,Electronics,Documentary,Smart TV,High,4.1,6
480,Juan Frederick,bennettsuzanne@example.com,bennettsuzanne,10/28/2005,Female,Sallyburgh,1/17/2024,1/16/2025,Annual,Mastercard,Auto-renew,Regular,Books,Drama,Smart TV,High,4.7,10
481,Alexandra Duffy,stephendonaldson@example.net,stephendonaldson,4/3/1992,Female,Fordhaven,4/8/2024,4/8/2025,Monthly,Visa,Auto-renew,Occasional,Books,Drama,Smartphone,High,3.6,6
482,Wanda Kim,christopher16@example.org,christopher16,5/1/1943,Female,Lake Michaelmouth,2/15/2024,2/14/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Drama,Smart TV,Low,4.8,5
483,Timothy Henry,kristopherblevins@example.net,kristopherblevins,5/2/1964,Female,South Elizabeth,3/24/2024,3/24/2025,Monthly,Amex,Manual,Occasional,Books,Documentary,Tablet,Medium,3.2,8
484,Mr. Michael Hunt,henryjoel@example.com,henryjoel,9/30/1992,Female,Tiffanyshire,3/3/2024,3/3/2025,Monthly,Amex,Manual,Occasional,Electronics,Action,Smart TV,High,4.9,6
485,Todd Bates,ttran@example.org,ttran,6/15/1957,Female,Reneefurt,4/11/2024,4/11/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Horror,Tablet,High,3,1
486,William Gilmore,christhompson@example.com,christhompson,1/17/1970,Male,South Richard,4/13/2024,4/13/2025,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smart TV,High,4.7,10
487,Mr. Steven Mitchell MD,jacksonnathan@example.org,jacksonnathan,6/20/2000,Female,South Mikemouth,2/29/2024,2/28/2025,Monthly,Amex,Auto-renew,Regular,Books,Drama,Tablet,Medium,4.2,7
488,Norma Khan,anthonyhunter@example.net,anthonyhunter,1/13/1960,Male,Port Shannon,3/30/2024,3/30/2025,Monthly,Amex,Manual,Frequent,Clothing,Romance,Tablet,Medium,4,2
489,Diana Chavez,porterchristina@example.net,porterchristina,7/23/1943,Male,South Richard,3/11/2024,3/11/2025,Monthly,Amex,Auto-renew,Occasional,Clothing,Comedy,Tablet,Low,4.6,3
490,Christopher Tran,kelly32@example.net,kelly32,12/1/1994,Male,West Laurie,1/8/2024,1/7/2025,Annual,Amex,Manual,Occasional,Electronics,Sci-Fi,Tablet,High,3.6,1
491,Christina Murphy,brittany19@example.net,brittany19,10/2/1950,Male,East Ianchester,4/8/2024,4/8/2025,Annual,Visa,Auto-renew,Regular,Clothing,Drama,Tablet,Low,3.9,1
492,Taylor Snow,perezcaleb@example.com,perezcaleb,10/5/1981,Male,New Elizabeth,2/28/2024,2/27/2025,Monthly,Visa,Auto-renew,Occasional,Books,Horror,Tablet,High,4.9,1
493,Kelly Adams,hollandjennifer@example.org,hollandjennifer,9/18/1985,Female,Rachelside,2/1/2024,1/31/2025,Annual,Visa,Manual,Frequent,Electronics,Drama,Tablet,High,3.4,2
494,Seth Wagner,epalmer@example.com,epalmer,9/25/1946,Female,West Lynn,1/3/2024,1/2/2025,Monthly,Mastercard,Auto-renew,Regular,Electronics,Drama,Tablet,Medium,3.2,0
495,Robert Jones,nicolegay@example.com,nicolegay,6/4/1965,Male,New Robertview,1/18/2024,1/17/2025,Annual,Mastercard,Auto-renew,Frequent,Clothing,Sci-Fi,Tablet,Medium,3.1,2
496,Stephanie Olsen,bakerjoshua@example.org,bakerjoshua,11/24/1975,Male,East Amandaport,4/13/2024,4/13/2025,Monthly,Visa,Manual,Occasional,Clothing,Drama,Smartphone,High,3.5,4
497,Lori Palmer,lnichols@example.org,lnichols,8/6/1978,Female,Lake Alexisborough,3/17/2024,3/17/2025,Annual,Visa,Manual,Occasional,Electronics,Romance,Smartphone,High,4.4,2
498,Richard Anderson,jeremy97@example.org,jeremy97,9/29/1965,Female,Dawnborough,3/30/2024,3/30/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,Medium,5,6
499,Richard Scott,williamscharles@example.com,williamscharles,4/20/1970,Female,Port Latoyamouth,1/9/2024,1/8/2025,Monthly,Visa,Manual,Frequent,Clothing,Romance,Tablet,High,4.4,9
500,Christopher Wilson MD,qmitchell@example.com,qmitchell,4/27/1943,Female,Jacksonborough,4/7/2024,4/7/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Medium,3.2,2
501,Joshua Andrade,wardsteven@example.net,wardsteven,5/4/1933,Male,Castroville,3/10/2024,3/10/2025,Annual,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Low,5,10
502,Julie Anderson,ryanalvarez@example.com,ryanalvarez,12/3/1947,Female,Port James,2/14/2024,2/13/2025,Annual,Mastercard,Auto-renew,Regular,Books,Action,Smartphone,Low,3.8,7
503,Steven Joseph,opatel@example.org,opatel,10/8/1956,Male,Conradton,4/13/2024,4/13/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Tablet,Low,4.2,3
504,Natasha Maldonado,keith29@example.org,keith29,6/20/1998,Female,Michaelborough,3/6/2024,3/6/2025,Monthly,Visa,Manual,Frequent,Books,Sci-Fi,Tablet,High,3.8,3
505,Sharon Casey,fmarsh@example.com,fmarsh,9/5/1988,Male,Lake Daniel,1/8/2024,1/7/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Smartphone,Low,4.3,5
506,Christopher Boyle,montgomerydanielle@example.org,montgomerydanielle,5/31/1978,Female,Port Paula,4/6/2024,4/6/2025,Annual,Visa,Manual,Frequent,Clothing,Sci-Fi,Smartphone,High,4.4,9
